Customer ID,Customer Name,Segment,Region,State,City,Join Date,Geography Key,Recency,Frequency,Monetary,Total_Profit,Total_Units,First_Purchase,Last_Purchase,R_Score,F_Score,M_Score,RFM_Score,RFM Segment,Customer Lifetime Value,Average Order Value
CUST-0136,Virginia Wright,Consumer,East,New Jersey,Newark,2022-06-27,GEO-0018,5,6,1368.1,383.01,6,2022-06-28,2026-06-26,5,4,2,542,Potential Loyalists,1368.1,228.02
CUST-0137,Kimberly Edwards,Consumer,South,North Carolina,Charlotte,2025-03-13,GEO-0015,43,2,2371.5,808.3399999999999,4,2026-04-19,2026-05-19,4,1,3,413,New Customers,2371.5,1185.75
CUST-0138,Brandon Carter,Consumer,South,Virginia,Richmond,2023-10-28,GEO-0013,29,12,4856.7,1959.62,17,2023-10-28,2026-06-02,5,5,4,554,Champions,4856.7,404.72
CUST-0139,Margaret Morales,Consumer,Central,Illinois,Chicago,2023-11-29,GEO-0003,407,2,986.85,433.85999999999996,6,2025-01-05,2025-05-20,1,1,2,112,Low-Value Customers,986.85,493.42
CUST-0140,Kimberly Scott,Corporate,East,Pennsylvania,Philadelphia,2022-06-25,GEO-0006,214,10,3264.5,1251.48,18,2022-12-18,2025-11-29,2,5,4,254,Loyal Customers,3264.5,326.45
CUST-0141,Mark Evans,Consumer,East,New Jersey,Newark,2024-09-02,GEO-0018,155,5,2643.55,1284.71,12,2024-10-05,2026-01-27,3,3,3,333,Loyal Customers,2643.55,528.71
CUST-0142,Samuel Morales,Consumer,West,California,San Francisco,2022-07-10,GEO-0025,108,6,1026.7,343.02,8,2022-08-16,2026-03-15,3,4,2,342,Potential Loyalists,1026.7,171.12
CUST-0143,Donna Lewis,Consumer,East,New Jersey,Newark,2023-09-20,GEO-0018,285,2,940.5,413.44,5,2025-09-03,2025-09-19,2,1,2,212,Low-Value Customers,940.5,470.25
CUST-0144,Gregory Mitchell,Consumer,Central,Ohio,Columbus,2024-05-21,GEO-0004,226,4,1169.55,497.65000000000003,6,2024-09-14,2025-11-17,2,3,2,232,At-Risk Customers,1169.55,292.39
CUST-0145,Janet Peterson,Consumer,South,North Carolina,Charlotte,2023-07-09,GEO-0015,26,5,1711.2,628.56,12,2023-07-27,2026-06-05,5,3,3,533,Loyal Customers,1711.2,342.24
CUST-0146,Emily Allen,Consumer,East,Pennsylvania,Philadelphia,2023-10-09,GEO-0006,99,16,16323.75,5767.19,33,2023-11-28,2026-03-24,4,5,5,455,Champions,16323.75,1020.23
CUST-0147,Jessica Morgan,Home Office,East,New York,Buffalo,2023-01-28,GEO-0028,46,7,2593.8,1063.39,12,2023-09-28,2026-05-16,4,4,3,443,Loyal Customers,2593.8,370.54
CUST-0148,Betty Morris,Consumer,Central,Texas,Dallas,2022-07-25,GEO-0019,332,2,1464.0,697.73,6,2023-05-09,2025-08-03,2,1,2,212,Low-Value Customers,1464.0,732.0
CUST-0149,Adam Harris,Consumer,Central,Ohio,Cleveland,2023-01-03,GEO-0030,209,6,12549.6,4699.57,25,2023-01-19,2025-12-04,2,4,5,245,Loyal Customers,12549.6,2091.6
CUST-0150,Kenneth Johnson,Corporate,West,Arizona,Phoenix,2023-07-16,GEO-0026,3,16,10895.75,4514.7,40,2023-10-03,2026-06-28,5,5,5,555,Champions,10895.75,680.98
CUST-0151,Jennifer Miller,Corporate,West,Arizona,Phoenix,2024-10-02,GEO-0026,24,7,3229.5,1544.48,16,2024-10-27,2026-06-07,5,4,4,544,Champions,3229.5,461.36
CUST-0152,Susan Johnson,Corporate,South,Tennessee,Nashville,2024-09-07,GEO-0017,282,3,855.1,365.14,8,2025-01-23,2025-09-22,2,2,2,222,Low-Value Customers,855.1,285.03
CUST-0153,Jeffrey Baker,Consumer,West,California,San Jose,2023-06-02,GEO-0011,663,2,291.1,147.76,2,2024-06-20,2024-09-06,1,1,1,111,Low-Value Customers,291.1,145.55
CUST-0154,Henry Morris,Consumer,West,Washington,Seattle,2024-03-31,GEO-0020,37,7,4079.65,1660.34,17,2024-03-31,2026-05-25,5,4,4,544,Champions,4079.65,582.81
CUST-0155,Gary Martinez,Corporate,West,California,San Jose,2022-11-07,GEO-0011,190,2,114.0,52.56,6,2025-03-24,2025-12-23,3,1,1,311,Low-Value Customers,114.0,57.0
CUST-0156,Karen Hill,Consumer,East,New Jersey,Newark,2022-08-31,GEO-0018,202,15,7310.1,3061.49,34,2022-09-06,2025-12-11,3,5,5,355,Loyal Customers,7310.1,487.34
CUST-0157,Anna Turner,Corporate,East,Massachusetts,Boston,2024-12-06,GEO-0002,227,5,3911.1000000000004,1570.24,12,2024-12-14,2025-11-16,2,3,4,234,Loyal Customers,3911.1,782.22
CUST-0158,Edward Edwards,Home Office,Central,Texas,Austin,2025-04-20,GEO-0027,76,6,2293.8,676.62,8,2025-06-05,2026-04-16,4,4,3,443,Loyal Customers,2293.8,382.3
CUST-0159,Jason Flores,Corporate,West,California,San Jose,2025-06-02,GEO-0011,89,2,1757.2,517.66,4,2025-12-07,2026-04-03,4,1,3,413,New Customers,1757.2,878.6
CUST-0160,Jack Gonzalez,Home Office,East,Pennsylvania,Pittsburgh,2023-03-09,GEO-0031,2,11,8700.0,3167.8300000000004,26,2023-06-07,2026-06-29,5,5,5,555,Champions,8700.0,790.91
CUST-0161,Ashley Hernandez,Consumer,East,New York,Buffalo,2025-02-04,GEO-0028,65,13,12415.1,5282.54,26,2025-02-16,2026-04-27,4,5,5,455,Champions,12415.1,955.01
CUST-0162,Elizabeth Lee,Consumer,South,Georgia,Atlanta,2025-05-01,GEO-0010,19,12,5863.6,2147.7200000000003,23,2025-07-21,2026-06-12,5,5,4,554,Champions,5863.6,488.63
CUST-0163,Jacob Nguyen,Consumer,Central,Texas,Dallas,2023-08-03,GEO-0019,37,3,4026.75,1903.1899999999998,16,2024-04-22,2026-05-25,5,2,4,524,New Customers,4026.75,1342.25
CUST-0164,Rachel Collins,Consumer,East,Massachusetts,Boston,2023-06-26,GEO-0002,600,6,968.65,508.56,8,2023-11-03,2024-11-08,1,4,2,142,At-Risk Customers,968.65,161.44
CUST-0165,Tyler Sanchez,Consumer,East,Massachusetts,Boston,2022-11-02,GEO-0002,130,7,12885.05,4222.82,16,2023-02-14,2026-02-21,3,4,5,345,Loyal Customers,12885.05,1840.72
CUST-0166,Peter Wright,Home Office,West,Washington,Seattle,2022-05-03,GEO-0020,7,7,3695.35,1557.7,15,2023-03-20,2026-06-24,5,4,4,544,Champions,3695.35,527.91
CUST-0167,Nancy Flores,Corporate,Central,Texas,Dallas,2024-06-18,GEO-0019,488,2,1504.0,514.97,2,2024-10-09,2025-02-28,1,1,2,112,Low-Value Customers,1504.0,752.0
CUST-0168,Jessica Reyes,Corporate,South,Florida,Miami,2023-07-12,GEO-0012,36,12,5049.2,1855.46,25,2023-08-28,2026-05-26,5,5,4,554,Champions,5049.2,420.77
CUST-0169,Nicholas Cooper,Consumer,West,Washington,Spokane,2025-05-09,GEO-0007,224,1,69.0,40.74,1,2025-11-19,2025-11-19,2,1,1,211,Low-Value Customers,69.0,69.0
CUST-0170,Jennifer Parker,Corporate,Central,Illinois,Chicago,2022-02-22,GEO-0003,29,16,21922.2,8791.24,41,2022-02-23,2026-06-02,5,5,5,555,Champions,21922.2,1370.14
CUST-0171,Barbara Robinson,Home Office,West,California,San Francisco,2023-07-06,GEO-0025,261,1,62.1,28.12,1,2025-10-13,2025-10-13,2,1,1,211,Low-Value Customers,62.1,62.1
CUST-0172,Brenda Garcia,Corporate,East,New York,Buffalo,2024-08-21,GEO-0028,148,5,2269.2,547.3199999999999,18,2024-09-07,2026-02-03,3,3,3,333,Loyal Customers,2269.2,453.84
CUST-0173,Eric Cruz,Home Office,East,New York,Buffalo,2025-04-13,GEO-0028,78,2,134.0,72.08,2,2026-01-14,2026-04-14,4,1,1,411,New Customers,134.0,67.0
CUST-0174,Sharon Morales,Home Office,South,Tennessee,Nashville,2023-12-14,GEO-0017,8,6,573.25,255.31,10,2024-08-18,2026-06-23,5,4,2,542,Potential Loyalists,573.25,95.54
CUST-0175,Timothy Nelson,Consumer,West,Oregon,Portland,2022-11-26,GEO-0016,571,2,4276.5,1575.0900000000001,5,2023-02-17,2024-12-07,1,1,4,114,At-Risk Customers,4276.5,2138.25
CUST-0176,Kevin Evans,Corporate,Central,Texas,Dallas,2024-03-31,GEO-0019,325,2,285.75,101.76,4,2024-12-13,2025-08-10,2,1,1,211,Low-Value Customers,285.75,142.88
CUST-0177,Jose Peterson,Consumer,West,Washington,Spokane,2023-10-07,GEO-0007,36,7,4294.6,1891.9099999999999,21,2023-10-31,2026-05-26,5,4,4,544,Champions,4294.6,613.51
CUST-0178,Paul Adams,Consumer,South,Florida,Miami,2024-11-19,GEO-0012,269,1,22.0,8.17,1,2025-10-05,2025-10-05,2,1,1,211,Low-Value Customers,22.0,22.0
CUST-0179,Virginia Smith,Corporate,South,North Carolina,Charlotte,2024-04-26,GEO-0015,24,2,910.0999999999999,361.67,2,2025-11-20,2026-06-07,5,1,2,512,New Customers,910.1,455.05
CUST-0180,Michael Harris,Consumer,South,Virginia,Richmond,2024-06-24,GEO-0013,156,6,729.4,306.16,12,2024-07-06,2026-01-26,3,4,2,342,Potential Loyalists,729.4,121.57
CUST-0181,Ruth Miller,Consumer,West,Arizona,Phoenix,2023-08-13,GEO-0026,273,11,10779.7,4631.61,30,2023-10-08,2025-10-01,2,5,5,255,Loyal Customers,10779.7,979.97
CUST-0182,Jeffrey Morales,Consumer,East,New Jersey,Newark,2022-11-21,GEO-0018,649,3,3773.6,1216.29,7,2023-11-19,2024-09-20,1,2,4,124,At-Risk Customers,3773.6,1257.87
CUST-0183,Emily Peterson,Consumer,South,Florida,Orlando,2022-07-10,GEO-0021,197,2,250.60000000000002,28.35,4,2024-02-26,2025-12-16,3,1,1,311,Low-Value Customers,250.6,125.3
CUST-0184,Donald Anderson,Consumer,West,Colorado,Denver,2022-11-12,GEO-0022,117,3,185.0,84.12,5,2024-10-04,2026-03-06,3,2,1,321,Potential Loyalists,185.0,61.67
CUST-0185,Amy Nguyen,Consumer,Central,Texas,Houston,2024-04-30,GEO-0023,3,6,2938.55,1192.6799999999998,9,2025-03-06,2026-06-28,5,4,3,543,Loyal Customers,2938.55,489.76
CUST-0186,Adam Morris,Home Office,East,New Jersey,Newark,2024-07-24,GEO-0018,410,1,48.0,17.17,4,2025-05-17,2025-05-17,1,1,1,111,Low-Value Customers,48.0,48.0
CUST-0187,Stephen Jackson,Consumer,West,Arizona,Phoenix,2022-05-23,GEO-0026,218,6,2457.8,1197.26,17,2022-08-22,2025-11-25,2,4,3,243,Loyal Customers,2457.8,409.63
CUST-0188,Kimberly Turner,Consumer,Central,Texas,Houston,2022-01-06,GEO-0023,1226,1,198.0,101.7,2,2023-02-21,2023-02-21,1,1,1,111,Low-Value Customers,198.0,198.0
CUST-0189,Andrew Hill,Home Office,South,Virginia,Richmond,2022-11-01,GEO-0013,52,9,4879.9,1838.5300000000002,15,2023-10-26,2026-05-10,4,5,4,454,Champions,4879.9,542.21
CUST-0190,Laura Morgan,Consumer,Central,Michigan,Detroit,2025-02-04,GEO-0024,140,3,1777.5,737.9,6,2025-07-01,2026-02-11,3,2,3,323,Potential Loyalists,1777.5,592.5
CUST-0191,Ruth Cooper,Consumer,Central,Texas,San Antonio,2023-01-22,GEO-0001,48,13,8028.650000000001,3522.08,24,2023-06-04,2026-05-14,4,5,5,455,Champions,8028.65,617.59
CUST-0192,Rachel Walker,Corporate,East,Massachusetts,Boston,2024-04-21,GEO-0002,126,13,10055.55,3926.83,29,2024-06-22,2026-02-25,3,5,5,355,Loyal Customers,10055.55,773.5
CUST-0193,Jennifer Green,Corporate,Central,Minnesota,Minneapolis,2024-03-01,GEO-0032,232,5,3855.7,1411.88,8,2024-09-11,2025-11-11,2,3,4,234,Loyal Customers,3855.7,771.14
CUST-0194,Gregory Martin,Consumer,West,California,San Diego,2022-09-16,GEO-0005,21,4,4821.9,1605.06,11,2023-03-29,2026-06-10,5,3,4,534,Loyal Customers,4821.9,1205.47
CUST-0195,Nicholas Nelson,Home Office,South,Georgia,Atlanta,2022-07-24,GEO-0010,161,6,3145.0,1417.24,10,2022-11-30,2026-01-21,3,4,4,344,Loyal Customers,3145.0,524.17
CUST-0196,Angela Collins,Consumer,West,Nevada,Las Vegas,2024-04-19,GEO-0029,15,4,2897.65,917.38,9,2025-08-26,2026-06-16,5,3,3,533,Loyal Customers,2897.65,724.41
CUST-0197,Victoria Martin,Consumer,Central,Illinois,Chicago,2023-11-25,GEO-0003,384,3,1156.8,520.6800000000001,14,2025-01-29,2025-06-12,1,2,2,122,Low-Value Customers,1156.8,385.6
CUST-0198,Emma Gomez,Corporate,Central,Michigan,Detroit,2024-12-28,GEO-0024,91,5,2877.0,1233.94,11,2025-03-07,2026-04-01,4,3,3,433,Loyal Customers,2877.0,575.4
CUST-0199,Edward Green,Corporate,South,Virginia,Richmond,2025-01-13,GEO-0013,128,6,364.3,172.24,8,2025-08-11,2026-02-23,3,4,1,341,Potential Loyalists,364.3,60.72
CUST-0200,Robert Rodriguez,Consumer,Central,Texas,Dallas,2023-04-11,GEO-0019,414,6,5367.9,2237.92,10,2024-06-03,2025-05-13,1,4,4,144,Loyal Customers,5367.9,894.65
CUST-0201,Janet Lopez,Consumer,West,Oregon,Portland,2022-07-25,GEO-0016,63,11,8447.65,3571.15,22,2022-10-29,2026-04-29,4,5,5,455,Champions,8447.65,767.97
CUST-0202,Jeffrey Perez,Corporate,West,California,San Francisco,2022-04-05,GEO-0025,367,2,774.0,374.14,10,2022-11-30,2025-06-29,2,1,2,212,Low-Value Customers,774.0,387.0
CUST-0203,Carol Davis,Consumer,Central,Ohio,Cleveland,2024-06-01,GEO-0030,27,4,1060.0,426.03,8,2024-06-17,2026-06-04,5,3,2,532,Potential Loyalists,1060.0,265.0
CUST-0204,Charles Young,Corporate,East,New York,Buffalo,2022-12-15,GEO-0028,258,7,2583.7999999999997,1106.5400000000002,17,2023-03-24,2025-10-16,2,4,3,243,Loyal Customers,2583.8,369.11
CUST-0205,Daniel Hernandez,Corporate,Central,Minnesota,Minneapolis,2025-06-23,GEO-0032,181,1,832.2,432.31,4,2026-01-01,2026-01-01,3,1,2,312,Potential Loyalists,832.2,832.2
CUST-0206,Debra Walker,Consumer,West,Nevada,Las Vegas,2023-04-21,GEO-0029,960,1,57.6,24.67,2,2023-11-14,2023-11-14,1,1,1,111,Low-Value Customers,57.6,57.6
CUST-0207,Cynthia Allen,Consumer,West,California,Los Angeles,2024-08-10,GEO-0008,10,16,11202.3,4559.7,37,2024-11-06,2026-06-21,5,5,5,555,Champions,11202.3,700.14
CUST-0208,Kelly Torres,Corporate,East,New York,New York City,2022-06-01,GEO-0014,194,5,1815.8,814.1999999999999,8,2023-12-20,2025-12-19,3,3,3,333,Loyal Customers,1815.8,363.16
CUST-0209,Jeffrey Hall,Home Office,Central,Texas,Austin,2024-05-18,GEO-0027,190,6,1961.6,704.47,10,2024-05-28,2025-12-23,3,4,3,343,Loyal Customers,1961.6,326.93
CUST-0210,Alexander Allen,Consumer,Central,Texas,Austin,2023-02-12,GEO-0027,229,3,2933.8500000000004,914.63,6,2025-07-22,2025-11-14,2,2,3,223,At-Risk Customers,2933.85,977.95
CUST-0211,Deborah Morris,Consumer,Central,Minnesota,Minneapolis,2025-03-17,GEO-0032,11,5,2145.5499999999997,835.6700000000001,11,2025-04-19,2026-06-20,5,3,3,533,Loyal Customers,2145.55,429.11
CUST-0212,Amanda Nguyen,Home Office,Central,Texas,Dallas,2022-02-14,GEO-0019,466,1,14.0,5.43,1,2025-03-22,2025-03-22,1,1,1,111,Low-Value Customers,14.0,14.0
CUST-0213,Adam Gomez,Consumer,West,California,San Jose,2025-05-26,GEO-0011,284,1,950.0,346.79,1,2025-09-20,2025-09-20,2,1,2,212,Low-Value Customers,950.0,950.0
CUST-0214,Janet Murphy,Home Office,Central,Texas,Dallas,2023-04-17,GEO-0019,581,1,29.0,10.15,1,2024-11-27,2024-11-27,1,1,1,111,Low-Value Customers,29.0,29.0
CUST-0215,Nicole Rivera,Consumer,East,Pennsylvania,Philadelphia,2025-06-25,GEO-0006,105,9,14409.05,5782.41,19,2025-08-23,2026-03-18,3,5,5,355,Loyal Customers,14409.05,1601.01
CUST-0216,Paul Moore,Corporate,West,California,San Diego,2023-09-25,GEO-0005,107,2,1126.55,424.12,2,2024-06-01,2026-03-16,3,1,2,312,Potential Loyalists,1126.55,563.28
CUST-0217,Tyler Cruz,Consumer,Central,Ohio,Cleveland,2022-09-27,GEO-0030,214,5,12218.55,4951.07,15,2022-11-15,2025-11-29,2,3,5,235,Loyal Customers,12218.55,2443.71
CUST-0218,Barbara Nguyen,Consumer,South,Florida,Orlando,2022-12-26,GEO-0021,973,2,2604.6,1089.19,3,2023-10-16,2023-11-01,1,1,3,113,At-Risk Customers,2604.6,1302.3
CUST-0219,Lisa Taylor,Corporate,Central,Ohio,Cleveland,2024-12-23,GEO-0030,331,1,28.0,6.64,2,2025-08-04,2025-08-04,2,1,1,211,Low-Value Customers,28.0,28.0
CUST-0220,Nicholas Wright,Home Office,Central,Illinois,Chicago,2024-09-13,GEO-0003,76,5,3204.85,1410.3300000000002,12,2025-05-22,2026-04-16,4,3,4,434,Loyal Customers,3204.85,640.97
CUST-0221,Diane Nguyen,Corporate,Central,Michigan,Detroit,2022-08-24,GEO-0024,522,1,899.0,374.77,1,2025-01-25,2025-01-25,1,1,2,112,Low-Value Customers,899.0,899.0
CUST-0222,Cynthia Martinez,Consumer,East,Massachusetts,Boston,2024-03-24,GEO-0002,227,2,1640.6499999999999,721.02,2,2024-06-16,2025-11-16,2,1,3,213,At-Risk Customers,1640.65,820.32
CUST-0223,Nathan Bailey,Consumer,South,Florida,Miami,2022-01-29,GEO-0012,1509,1,494.1,168.39,1,2022-05-14,2022-05-14,1,1,1,111,Low-Value Customers,494.1,494.1
CUST-0224,Ashley Morgan,Consumer,Central,Ohio,Cleveland,2023-06-21,GEO-0030,102,7,969.55,293.12,10,2023-12-17,2026-03-21,4,4,2,442,Potential Loyalists,969.55,138.51
CUST-0225,Justin Carter,Home Office,Central,Ohio,Cleveland,2022-08-10,GEO-0030,402,3,948.6,291.74,6,2024-08-24,2025-05-25,1,2,2,122,Low-Value Customers,948.6,316.2
CUST-0226,Frank Robinson,Consumer,Central,Texas,San Antonio,2025-06-03,GEO-0001,24,2,2967.1,1199.65,3,2025-07-20,2026-06-07,5,1,3,513,New Customers,2967.1,1483.55
CUST-0227,Donald Rodriguez,Corporate,South,North Carolina,Charlotte,2023-09-11,GEO-0015,90,15,16994.1,6512.53,34,2023-10-23,2026-04-02,4,5,5,455,Champions,16994.1,1132.94
CUST-0228,Katherine Evans,Consumer,West,California,San Diego,2022-03-18,GEO-0005,41,5,970.6999999999999,423.62,9,2022-11-18,2026-05-21,4,3,2,432,Potential Loyalists,970.7,194.14
CUST-0229,Kenneth Murphy,Consumer,East,New Jersey,Newark,2025-01-05,GEO-0018,112,9,13565.75,5331.5,25,2025-03-26,2026-03-11,3,5,5,355,Loyal Customers,13565.75,1507.31
CUST-0230,Sarah Roberts,Consumer,South,Florida,Orlando,2025-04-17,GEO-0021,97,4,7250.25,3116.23,18,2025-10-10,2026-03-26,4,3,5,435,Loyal Customers,7250.25,1812.56
CUST-0231,Janet Martin,Home Office,West,Oregon,Portland,2024-09-29,GEO-0016,98,9,5353.5,2287.75,14,2024-10-02,2026-03-25,4,5,4,454,Champions,5353.5,594.83
CUST-0232,Brandon Evans,Home Office,Central,Texas,Houston,2022-03-09,GEO-0023,63,9,3656.4,1527.49,14,2022-08-12,2026-04-29,4,5,4,454,Champions,3656.4,406.27
CUST-0233,Alexander Mitchell,Consumer,South,Georgia,Atlanta,2023-04-29,GEO-0010,275,3,235.0,120.19,4,2024-05-27,2025-09-29,2,2,1,221,Low-Value Customers,235.0,78.33
CUST-0234,Joyce Campbell,Consumer,Central,Ohio,Cleveland,2025-01-20,GEO-0030,72,14,6701.1,2890.55,26,2025-02-20,2026-04-20,4,5,5,455,Champions,6701.1,478.65
CUST-0235,Kelly Rivera,Consumer,Central,Texas,Houston,2023-01-24,GEO-0023,101,4,4220.1,1692.29,5,2024-06-10,2026-03-22,4,3,4,434,Loyal Customers,4220.1,1055.03
CUST-0236,Jessica Collins,Consumer,East,Pennsylvania,Pittsburgh,2025-05-07,GEO-0031,47,4,433.1,198.31,7,2025-08-09,2026-05-15,4,3,1,431,Potential Loyalists,433.1,108.28
CUST-0237,John Miller,Corporate,East,New Jersey,Newark,2022-09-15,GEO-0018,503,4,751.0,366.21,7,2024-05-16,2025-02-13,1,3,2,132,At-Risk Customers,751.0,187.75
CUST-0238,Tyler Clark,Consumer,East,Pennsylvania,Pittsburgh,2025-04-15,GEO-0031,268,2,311.95,174.73,6,2025-07-04,2025-10-06,2,1,1,211,Low-Value Customers,311.95,155.98
CUST-0239,Betty Robinson,Consumer,West,Nevada,Las Vegas,2025-05-05,GEO-0029,17,6,3116.0,1288.8,18,2025-10-01,2026-06-14,5,4,4,544,Champions,3116.0,519.33
CUST-0240,James Scott,Home Office,West,Nevada,Las Vegas,2022-09-24,GEO-0029,156,13,15855.9,6030.53,30,2022-10-20,2026-01-26,3,5,5,355,Loyal Customers,15855.9,1219.68
CUST-0241,Helen Allen,Corporate,West,Colorado,Denver,2022-02-22,GEO-0022,455,6,3435.95,1244.31,21,2022-12-11,2025-04-02,1,4,4,144,Loyal Customers,3435.95,572.66
CUST-0242,Thomas Johnson,Consumer,East,New Jersey,Newark,2025-04-20,GEO-0018,24,2,3835.65,1568.47,5,2025-12-09,2026-06-07,5,2,4,524,New Customers,3835.65,1917.82
CUST-0243,Carol Williams,Consumer,West,California,San Jose,2022-09-17,GEO-0011,72,5,986.8000000000001,374.35,10,2023-04-26,2026-04-20,4,3,2,432,Potential Loyalists,986.8,197.36
CUST-0244,Jack Turner,Corporate,West,Washington,Seattle,2024-09-02,GEO-0020,113,7,2162.55,973.24,11,2024-10-28,2026-03-10,3,4,3,343,Loyal Customers,2162.55,308.94
CUST-0245,Laura Campbell,Consumer,West,Oregon,Portland,2024-07-14,GEO-0016,296,3,946.05,459.03000000000003,4,2024-09-07,2025-09-08,2,2,2,222,Low-Value Customers,946.05,315.35
CUST-0246,Nicholas Lewis,Home Office,West,California,San Diego,2024-12-03,GEO-0005,165,5,3890.2,1482.56,13,2025-07-28,2026-01-17,3,3,4,334,Loyal Customers,3890.2,778.04
CUST-0247,Kenneth Collins,Corporate,West,California,San Francisco,2022-05-05,GEO-0025,284,3,1064.55,393.44,6,2024-02-25,2025-09-20,2,2,2,222,Low-Value Customers,1064.55,354.85
CUST-0248,Kathleen Phillips,Consumer,West,Oregon,Portland,2024-10-01,GEO-0016,176,1,999.0,412.29,1,2026-01-06,2026-01-06,3,1,2,312,Potential Loyalists,999.0,999.0
CUST-0249,Catherine Cruz,Consumer,West,Washington,Spokane,2023-10-22,GEO-0007,136,2,2068.4,697.66,3,2025-09-04,2026-02-15,3,2,3,323,Potential Loyalists,2068.4,1034.2
CUST-0250,Nicole Jackson,Consumer,Central,Texas,Houston,2025-04-13,GEO-0023,56,2,1128.0,508.34000000000003,6,2025-09-23,2026-05-06,4,2,2,422,New Customers,1128.0,564.0
CUST-0251,Stephen Adams,Consumer,Central,Texas,Dallas,2024-07-18,GEO-0019,15,6,6600.0,2453.67,14,2024-11-02,2026-06-16,5,4,5,545,Champions,6600.0,1100.0
CUST-0252,Nicholas Parker,Consumer,West,Colorado,Denver,2025-02-03,GEO-0022,41,8,12120.9,5313.45,25,2025-02-03,2026-05-21,4,5,5,455,Champions,12120.9,1515.11
CUST-0253,Patrick Ramirez,Consumer,East,Massachusetts,Boston,2024-04-27,GEO-0002,31,1,699.0,314.16,1,2026-05-31,2026-05-31,5,1,2,512,New Customers,699.0,699.0
CUST-0254,Michelle Collins,Consumer,West,Oregon,Portland,2023-10-03,GEO-0016,95,12,6022.45,2243.0699999999997,21,2024-01-16,2026-03-28,4,5,4,454,Champions,6022.45,501.87
CUST-0255,Jason Green,Corporate,Central,Ohio,Cleveland,2022-11-09,GEO-0030,181,1,1647.0,673.67,3,2026-01-01,2026-01-01,3,1,3,313,Potential Loyalists,1647.0,1647.0
CUST-0256,Debra Stewart,Consumer,West,Washington,Spokane,2022-07-10,GEO-0007,6,7,3713.95,1439.6000000000001,18,2022-11-28,2026-06-25,5,4,4,544,Champions,3713.95,530.56
CUST-0257,Sharon Gonzalez,Corporate,Central,Ohio,Cleveland,2022-09-24,GEO-0030,312,9,1597.65,686.44,19,2022-11-29,2025-08-23,2,5,3,253,Loyal Customers,1597.65,177.52
CUST-0258,Anna Davis,Corporate,Central,Michigan,Detroit,2022-09-08,GEO-0024,286,4,1931.05,962.38,12,2022-11-06,2025-09-18,2,3,3,233,Loyal Customers,1931.05,482.76
CUST-0259,Timothy Rivera,Home Office,South,Florida,Tampa,2022-04-16,GEO-0009,53,2,8137.45,3566.96,8,2023-07-08,2026-05-09,4,2,5,425,New Customers,8137.45,4068.72
CUST-0260,Andrew Flores,Consumer,East,Pennsylvania,Pittsburgh,2022-11-13,GEO-0031,151,9,5252.3,2441.9700000000003,19,2023-01-01,2026-01-31,3,5,4,354,Loyal Customers,5252.3,583.59
CUST-0261,Gregory Morris,Consumer,West,Oregon,Portland,2023-12-19,GEO-0016,178,8,8258.7,3702.2999999999997,20,2024-04-12,2026-01-04,3,5,5,355,Loyal Customers,8258.7,1032.34
CUST-0262,Nathan Bailey,Consumer,Central,Texas,Houston,2025-03-21,GEO-0023,132,1,64.6,29.57,2,2026-02-19,2026-02-19,3,1,1,311,Low-Value Customers,64.6,64.6
CUST-0263,Donald Diaz,Home Office,West,California,San Francisco,2025-06-01,GEO-0025,208,3,2012.0,820.3299999999999,3,2025-07-20,2025-12-05,2,2,3,223,At-Risk Customers,2012.0,670.67
CUST-0264,Kyle Wright,Consumer,Central,Texas,Houston,2023-09-25,GEO-0023,84,5,1281.95,293.61,11,2023-10-02,2026-04-08,4,3,2,432,Potential Loyalists,1281.95,256.39
CUST-0265,Christina Baker,Consumer,East,New York,Buffalo,2022-10-21,GEO-0028,835,2,798.0,302.42,5,2023-01-08,2024-03-18,1,2,2,122,Low-Value Customers,798.0,399.0
CUST-0266,Larry Phillips,Consumer,West,California,San Francisco,2022-07-07,GEO-0025,454,1,75.0,39.09,1,2025-04-03,2025-04-03,1,1,1,111,Low-Value Customers,75.0,75.0
CUST-0267,Janet Ortiz,Consumer,South,Florida,Orlando,2024-07-18,GEO-0021,256,8,11604.8,4614.3099999999995,17,2024-09-18,2025-10-18,2,5,5,255,Loyal Customers,11604.8,1450.6
CUST-0268,Michelle Lee,Consumer,Central,Texas,San Antonio,2025-03-08,GEO-0001,60,7,9262.25,3702.2000000000003,15,2025-04-27,2026-05-02,4,4,5,445,Champions,9262.25,1323.18
CUST-0269,Scott Hernandez,Home Office,West,Nevada,Las Vegas,2022-11-19,GEO-0029,1267,1,618.3,277.24,3,2023-01-11,2023-01-11,1,1,2,112,Low-Value Customers,618.3,618.3
CUST-0270,Dennis Miller,Corporate,Central,Texas,Houston,2024-06-26,GEO-0023,215,10,15549.6,5448.72,37,2024-08-16,2025-11-28,2,5,5,255,Loyal Customers,15549.6,1554.96
CUST-0271,Gregory Diaz,Consumer,South,Georgia,Atlanta,2024-04-28,GEO-0010,432,1,396.9,94.86,3,2025-04-25,2025-04-25,1,1,1,111,Low-Value Customers,396.9,396.9
CUST-0272,Steven Ramirez,Corporate,West,Colorado,Denver,2023-12-08,GEO-0022,551,3,4051.0,1560.3600000000001,12,2024-05-11,2024-12-27,1,2,4,124,At-Risk Customers,4051.0,1350.33
